payor_plan,variant_count,row_count
EXPRESS SCRIPTS PLAN 1293,1,1
EXPRESS SCRIPTS PLAN 1296,1,1
EXPRESS SCRIPTS PLAN 1297,1,1
EXPRESS SCRIPTS PLAN 1299,1,1
EXPRESS SCRIPTS PLAN 1300,1,1
EXPRESS SCRIPTS PLAN 1361,1,1
EXPRESS SCRIPTS PLAN 1362,1,1
EXPRESS SCRIPTS PLAN 1363,1,1
EXPRESS SCRIPTS PLAN 1364,1,1
EXPRESS SCRIPTS PLAN 1365,1,1
EXPRESS SCRIPTS PLAN 1366,1,1
EXPRESS SCRIPTS PLAN 1367,1,1
EXPRESS SCRIPTS PLAN 1368,1,1
EXPRESS SCRIPTS PLAN 1369,1,1
EXPRESS SCRIPTS PLAN 1370,1,1
EXPRESS SCRIPTS PLAN 1371,1,1
EXPRESS SCRIPTS PLAN 1372,1,1
EXPRESS SCRIPTS PLAN 1373,1,1
EXPRESS SCRIPTS PLAN 1374,1,1
EXPRESS SCRIPTS PLAN 1375,1,1
EXPRESS SCRIPTS PLAN 1376,1,1
EXPRESS SCRIPTS PLAN 1377,1,1
EXPRESS SCRIPTS PLAN 1378,1,1
EXPRESS SCRIPTS PLAN 1379,1,1
EXPRESS SCRIPTS PLAN 1380,1,1
EXPRESS SCRIPTS PLAN 1381,1,1
EXPRESS SCRIPTS PLAN 1382,1,1
EXPRESS SCRIPTS PLAN 1383,1,1
EXPRESS SCRIPTS PLAN 1384,1,1
EXPRESS SCRIPTS PLAN 1385,1,1
EXPRESS SCRIPTS PLAN 1386,1,1
EXPRESS SCRIPTS PLAN 1387,1,1
EXPRESS SCRIPTS PLAN 1388,1,1
EXPRESS SCRIPTS PLAN 1389,1,1
EXPRESS SCRIPTS PLAN 1390,1,1
EXPRESS SCRIPTS PLAN 1391,1,1
EXPRESS SCRIPTS PLAN 1392,1,1
EXPRESS SCRIPTS PLAN 1394,1,1
EXPRESS SCRIPTS PLAN 1395,1,1
EXPRESS SCRIPTS PLAN 1396,1,1
EXPRESS SCRIPTS PLAN 1397,1,1
EXPRESS SCRIPTS PLAN 1398,1,1
EXPRESS SCRIPTS PLAN 1399,1,1
EXPRESS SCRIPTS PLAN 1400,1,1
EXPRESS SCRIPTS PLAN 1401,1,1
EXPRESS SCRIPTS PLAN 1402,1,1
EXPRESS SCRIPTS PLAN 1403,1,1
EXPRESS SCRIPTS PLAN 1404,1,1
EXPRESS SCRIPTS PLAN 1405,1,1
EXPRESS SCRIPTS PLAN 1406,1,1
EXPRESS SCRIPTS PLAN 1407,1,1
EXPRESS SCRIPTS PLAN 1408,1,1
EXPRESS SCRIPTS PLAN 1409,1,1
EXPRESS SCRIPTS PLAN 1410,1,1
EXPRESS SCRIPTS PLAN 1411,1,1
EXPRESS SCRIPTS PLAN 1412,1,1
EXPRESS SCRIPTS PLAN 1413,1,1
EXPRESS SCRIPTS PLAN 1414,1,1
EXPRESS SCRIPTS PLAN 1415,1,1
EXPRESS SCRIPTS PLAN 1416,1,1
EXPRESS SCRIPTS PLAN 1417,1,1
EXPRESS SCRIPTS PLAN 1418,1,1
EXPRESS SCRIPTS PLAN 1419,1,1
EXPRESS SCRIPTS PLAN 1420,1,1
EXPRESS SCRIPTS PLAN 1421,1,1
EXPRESS SCRIPTS PLAN 1422,1,1
EXPRESS SCRIPTS PLAN 1423,1,1
EXPRESS SCRIPTS PLAN 1424,1,1
EXPRESS SCRIPTS PLAN 1425,1,1
EXPRESS SCRIPTS PLAN 1426,1,1
EXPRESS SCRIPTS PLAN 1427,1,1
EXPRESS SCRIPTS PLAN 1428,1,1
EXPRESS SCRIPTS PLAN 1429,1,1
EXPRESS SCRIPTS PLAN 1430,1,1
EXPRESS SCRIPTS PLAN 1431,1,1
EXPRESS SCRIPTS PLAN 1432,1,1
EXPRESS SCRIPTS PLAN 1433,1,1
EXPRESS SCRIPTS PLAN 1434,1,1
EXPRESS SCRIPTS PLAN 1435,1,1
EXPRESS SCRIPTS PLAN 1436,1,1
EXPRESS SCRIPTS PLAN 1437,1,1
EXPRESS SCRIPTS PLAN 1438,1,1
EXPRESS SCRIPTS PLAN 1439,1,1
EXPRESS SCRIPTS PLAN 1440,1,1
EXPRESS SCRIPTS PLAN 1441,1,1
EXPRESS SCRIPTS PLAN 1442,1,1
EXPRESS SCRIPTS PLAN 1443,1,1
EXPRESS SCRIPTS PLAN 1444,1,1
EXPRESS SCRIPTS PLAN 1445,1,1
EXPRESS SCRIPTS PLAN 1446,1,1
EXPRESS SCRIPTS PLAN 1447,1,1
EXPRESS SCRIPTS PLAN 1448,1,1
EXPRESS SCRIPTS PLAN 1449,1,1
EXPRESS SCRIPTS PLAN 1450,1,1
EXPRESS SCRIPTS PLAN 1451,1,1
EXPRESS SCRIPTS PLAN 1452,1,1
EXPRESS SCRIPTS PLAN 1453,1,1
EXPRESS SCRIPTS PLAN 1454,1,1
EXPRESS SCRIPTS PLAN 1455,1,1
EXPRESS SCRIPTS PLAN 1456,1,1
EXPRESS SCRIPTS PLAN 1457,1,1
EXPRESS SCRIPTS PLAN 1458,1,1
EXPRESS SCRIPTS PLAN 1459,1,1
EXPRESS SCRIPTS PLAN 1460,1,1
EXPRESS SCRIPTS PLAN 1461,1,1
EXPRESS SCRIPTS PLAN 1462,1,1
EXPRESS SCRIPTS PLAN 1463,1,1
EXPRESS SCRIPTS PLAN 1464,1,1
EXPRESS SCRIPTS PLAN 1465,1,1
EXPRESS SCRIPTS PLAN 1466,1,1
EXPRESS SCRIPTS PLAN 1467,1,1
EXPRESS SCRIPTS PLAN 1468,1,1
EXPRESS SCRIPTS PLAN 1469,1,1
EXPRESS SCRIPTS PLAN 1470,1,1
EXPRESS SCRIPTS PLAN 1471,1,1
EXPRESS SCRIPTS PLAN 1472,1,1
EXPRESS SCRIPTS PLAN 1473,1,1
EXPRESS SCRIPTS PLAN 1474,1,1
EXPRESS SCRIPTS PLAN 1475,1,1
EXPRESS SCRIPTS PLAN 1476,1,1
EXPRESS SCRIPTS PLAN 1477,1,1
EXPRESS SCRIPTS PLAN 1478,1,1
EXPRESS SCRIPTS PLAN 1479,1,1
EXPRESS SCRIPTS PLAN 1480,1,1
EXPRESS SCRIPTS PLAN 1481,1,1
EXPRESS SCRIPTS PLAN 1482,1,1
EXPRESS SCRIPTS PLAN 1483,1,1
EXPRESS SCRIPTS PLAN 1484,1,1
EXPRESS SCRIPTS PLAN 1485,1,1
EXPRESS SCRIPTS PLAN 1486,1,1
EXPRESS SCRIPTS PLAN 1487,1,1
EXPRESS SCRIPTS PLAN 1488,1,1
EXPRESS SCRIPTS PLAN 1489,1,1
EXPRESS SCRIPTS PLAN 1490,1,1
EXPRESS SCRIPTS PLAN 1491,1,1
EXPRESS SCRIPTS PLAN 1492,1,1
EXPRESS SCRIPTS PLAN 1493,1,1
EXPRESS SCRIPTS PLAN 1494,1,1
EXPRESS SCRIPTS PLAN 1495,1,1
EXPRESS SCRIPTS PLAN 1496,1,1
EXPRESS SCRIPTS PLAN 1497,1,1
EXPRESS SCRIPTS PLAN 1498,1,1
EXPRESS SCRIPTS PLAN 1499,1,1
EXPRESS SCRIPTS PLAN 1500,1,1
EXPRESS SCRIPTS PLAN 1501,1,1
EXPRESS SCRIPTS PLAN 1502,1,1
EXPRESS SCRIPTS PLAN 1503,1,1
EXPRESS SCRIPTS PLAN 1504,1,1
EXPRESS SCRIPTS PLAN 1505,1,1
EXPRESS SCRIPTS PLAN 1506,1,1
EXPRESS SCRIPTS PLAN 1507,1,1
EXPRESS SCRIPTS PLAN 1508,1,1
EXPRESS SCRIPTS PLAN 1509,1,1
EXPRESS SCRIPTS PLAN 1510,1,1
EXPRESS SCRIPTS PLAN 1511,1,1
EXPRESS SCRIPTS PLAN 1512,1,1
EXPRESS SCRIPTS PLAN 1513,1,1
EXPRESS SCRIPTS PLAN 1514,1,1
EXPRESS SCRIPTS PLAN 1515,1,1
EXPRESS SCRIPTS PLAN 1516,1,1
EXPRESS SCRIPTS PLAN 1517,1,1
EXPRESS SCRIPTS PLAN 1518,1,1
EXPRESS SCRIPTS PLAN 1519,1,1
EXPRESS SCRIPTS PLAN 1520,1,1
EXPRESS SCRIPTS PLAN 1521,1,1
EXPRESS SCRIPTS PLAN 1522,1,1
EXPRESS SCRIPTS PLAN 1523,1,1
EXPRESS SCRIPTS PLAN 1524,1,1
EXPRESS SCRIPTS PLAN 1525,1,1
EXPRESS SCRIPTS PLAN 1526,1,1
EXPRESS SCRIPTS PLAN 1527,1,1
EXPRESS SCRIPTS PLAN 1528,1,1
EXPRESS SCRIPTS PLAN 1529,1,1
EXPRESS SCRIPTS PLAN 1530,1,1
EXPRESS SCRIPTS PLAN 1531,1,1
EXPRESS SCRIPTS PLAN 1532,1,1
EXPRESS SCRIPTS PLAN 1533,1,1
EXPRESS SCRIPTS PLAN 1534,1,1
EXPRESS SCRIPTS PLAN 1535,1,1
EXPRESS SCRIPTS PLAN 1536,1,1
EXPRESS SCRIPTS PLAN 1537,1,1
EXPRESS SCRIPTS PLAN 1538,1,1
EXPRESS SCRIPTS PLAN 1539,1,1
EXPRESS SCRIPTS PLAN 1540,1,1
EXPRESS SCRIPTS PLAN 1541,1,1
EXPRESS SCRIPTS PLAN 1542,1,1
EXPRESS SCRIPTS PLAN 1543,1,1
EXPRESS SCRIPTS PLAN 1544,1,1
EXPRESS SCRIPTS PLAN 1545,1,1
EXPRESS SCRIPTS PLAN 1546,1,1
EXPRESS SCRIPTS PLAN 1547,1,1
EXPRESS SCRIPTS PLAN 1548,1,1
EXPRESS SCRIPTS PLAN 1549,1,1
EXPRESS SCRIPTS PLAN 1550,1,1
EXPRESS SCRIPTS PLAN 1551,1,1
EXPRESS SCRIPTS PLAN 1552,1,1
EXPRESS SCRIPTS PLAN 1553,1,1
EXPRESS SCRIPTS PLAN 1554,1,1
EXPRESS SCRIPTS PLAN 1555,1,1
EXPRESS SCRIPTS PLAN 1556,1,1
EXPRESS SCRIPTS PLAN 1557,1,1
EXPRESS SCRIPTS PLAN 1558,1,1
EXPRESS SCRIPTS PLAN 1559,1,1
EXPRESS SCRIPTS PLAN 1560,1,1
EXPRESS SCRIPTS PLAN 1561,1,1
EXPRESS SCRIPTS PLAN 1562,1,1
EXPRESS SCRIPTS PLAN 1563,1,1
EXPRESS SCRIPTS PLAN 1564,1,1
EXPRESS SCRIPTS PLAN 1565,1,1
EXPRESS SCRIPTS PLAN 1566,1,1
EXPRESS SCRIPTS PLAN 1567,1,1
EXPRESS SCRIPTS PLAN 1568,1,1
EXPRESS SCRIPTS PLAN 1569,1,1
EXPRESS SCRIPTS PLAN 1570,1,1
EXPRESS SCRIPTS PLAN 1571,1,1
EXPRESS SCRIPTS PLAN 1572,1,1
EXPRESS SCRIPTS PLAN 1573,1,1
EXPRESS SCRIPTS PLAN 1574,1,1
EXPRESS SCRIPTS PLAN 1575,1,1
EXPRESS SCRIPTS PLAN 1576,1,1
EXPRESS SCRIPTS PLAN 1577,1,1
EXPRESS SCRIPTS PLAN 1578,1,1
EXPRESS SCRIPTS PLAN 1579,1,1
EXPRESS SCRIPTS PLAN 1580,1,1
EXPRESS SCRIPTS PLAN 1581,1,1
EXPRESS SCRIPTS PLAN 1582,1,1
EXPRESS SCRIPTS PLAN 1583,1,1
EXPRESS SCRIPTS PLAN 1584,1,1
EXPRESS SCRIPTS PLAN 1585,1,1
EXPRESS SCRIPTS PLAN 1586,1,1
EXPRESS SCRIPTS PLAN 1587,1,1
EXPRESS SCRIPTS PLAN 1588,1,1
EXPRESS SCRIPTS PLAN 1589,1,1
EXPRESS SCRIPTS PLAN 1590,1,1
EXPRESS SCRIPTS PLAN 1591,1,1
EXPRESS SCRIPTS PLAN 1592,1,1
EXPRESS SCRIPTS PLAN 1593,1,1
EXPRESS SCRIPTS PLAN 1594,1,1
EXPRESS SCRIPTS PLAN 1595,1,1
EXPRESS SCRIPTS PLAN 1596,1,1
EXPRESS SCRIPTS PLAN 1597,1,1
EXPRESS SCRIPTS PLAN 1598,1,1
EXPRESS SCRIPTS PLAN 1599,1,1
EXPRESS SCRIPTS PLAN 1600,1,1
EXPRESS SCRIPTS PLAN 1601,1,1
EXPRESS SCRIPTS PLAN 1602,1,1
EXPRESS SCRIPTS PLAN 1603,1,1
EXPRESS SCRIPTS PLAN 1604,1,1
EXPRESS SCRIPTS PLAN 1605,1,1
EXPRESS SCRIPTS PLAN 1606,1,1
EXPRESS SCRIPTS PLAN 1607,1,1
EXPRESS SCRIPTS PLAN 1608,1,1
EXPRESS SCRIPTS PLAN 1609,1,1
EXPRESS SCRIPTS PLAN 1610,1,1
EXPRESS SCRIPTS PLAN 1611,1,1
EXPRESS SCRIPTS PLAN 1612,1,1
EXPRESS SCRIPTS PLAN 1613,1,1
EXPRESS SCRIPTS PLAN 1614,1,1
EXPRESS SCRIPTS PLAN 1615,1,1
EXPRESS SCRIPTS PLAN 1616,1,1
EXPRESS SCRIPTS PLAN 1617,1,1
EXPRESS SCRIPTS PLAN 1618,1,1
EXPRESS SCRIPTS PLAN 1619,1,1
EXPRESS SCRIPTS PLAN 1620,1,1
EXPRESS SCRIPTS PLAN 1621,1,1
EXPRESS SCRIPTS PLAN 1622,1,1
EXPRESS SCRIPTS PLAN 1623,1,1
EXPRESS SCRIPTS PLAN 1624,1,1
EXPRESS SCRIPTS PLAN 1625,1,1
EXPRESS SCRIPTS PLAN 1626,1,1
EXPRESS SCRIPTS PLAN 1627,1,1
EXPRESS SCRIPTS PLAN 1628,1,1
EXPRESS SCRIPTS PLAN 1629,1,1
EXPRESS SCRIPTS PLAN 1630,1,1
EXPRESS SCRIPTS PLAN 1631,1,1
EXPRESS SCRIPTS PLAN 1632,1,1
EXPRESS SCRIPTS PLAN 1633,1,1
EXPRESS SCRIPTS PLAN 1634,1,1
EXPRESS SCRIPTS PLAN 1635,1,1
EXPRESS SCRIPTS PLAN 1636,1,1
EXPRESS SCRIPTS PLAN 1637,1,1
EXPRESS SCRIPTS PLAN 1638,1,1
EXPRESS SCRIPTS PLAN 1639,1,1
EXPRESS SCRIPTS PLAN 1640,1,1
EXPRESS SCRIPTS PLAN 1641,1,1
EXPRESS SCRIPTS PLAN 1642,1,1
EXPRESS SCRIPTS PLAN 1643,1,1
EXPRESS SCRIPTS PLAN 1644,1,1
EXPRESS SCRIPTS PLAN 1645,1,1
EXPRESS SCRIPTS PLAN 1646,1,1
EXPRESS SCRIPTS PLAN 1647,1,1
EXPRESS SCRIPTS PLAN 1648,1,1
EXPRESS SCRIPTS PLAN 1649,1,1
EXPRESS SCRIPTS PLAN 1650,1,1
EXPRESS SCRIPTS PLAN 1651,1,1
EXPRESS SCRIPTS PLAN 1652,1,1
EXPRESS SCRIPTS PLAN 1653,1,1
EXPRESS SCRIPTS PLAN 1654,1,1
EXPRESS SCRIPTS PLAN 1655,1,1
EXPRESS SCRIPTS PLAN 1656,1,1
EXPRESS SCRIPTS PLAN 1657,1,1
EXPRESS SCRIPTS PLAN 1658,1,1
EXPRESS SCRIPTS PLAN 1659,1,1
EXPRESS SCRIPTS PLAN 1660,1,1
EXPRESS SCRIPTS PLAN 1661,1,1
EXPRESS SCRIPTS PLAN 1662,1,1
EXPRESS SCRIPTS PLAN 1663,1,1
EXPRESS SCRIPTS PLAN 1664,1,1
EXPRESS SCRIPTS PLAN 1665,1,1
EXPRESS SCRIPTS PLAN 1666,1,1
EXPRESS SCRIPTS PLAN 1667,1,1
EXPRESS SCRIPTS PLAN 1668,1,1
EXPRESS SCRIPTS PLAN 1669,1,1
EXPRESS SCRIPTS PLAN 1670,1,1
EXPRESS SCRIPTS PLAN 1671,1,1
EXPRESS SCRIPTS PLAN 1672,1,1
EXPRESS SCRIPTS PLAN 1673,1,1
EXPRESS SCRIPTS PLAN 1674,1,1
EXPRESS SCRIPTS PLAN 1675,1,1
EXPRESS SCRIPTS PLAN 1676,1,1
EXPRESS SCRIPTS PLAN 1677,1,1
EXPRESS SCRIPTS PLAN 1678,1,1
EXPRESS SCRIPTS PLAN 1679,1,1
EXPRESS SCRIPTS PLAN 1680,1,1
EXPRESS SCRIPTS PLAN 1681,1,1
EXPRESS SCRIPTS PLAN 1682,1,1
EXPRESS SCRIPTS PLAN 1683,1,1
EXPRESS SCRIPTS PLAN 1684,1,1
EXPRESS SCRIPTS PLAN 1685,1,1
EXPRESS SCRIPTS PLAN 1686,1,1
EXPRESS SCRIPTS PLAN 1687,1,1
EXPRESS SCRIPTS PLAN 1688,1,1
EXPRESS SCRIPTS PLAN 1689,1,1
EXPRESS SCRIPTS PLAN 1690,1,1
EXPRESS SCRIPTS PLAN 1691,1,1
EXPRESS SCRIPTS PLAN 1692,1,1
EXPRESS SCRIPTS PLAN 1693,1,1
EXPRESS SCRIPTS PLAN 1694,1,1
EXPRESS SCRIPTS PLAN 1695,1,1
EXPRESS SCRIPTS PLAN 1696,1,1
EXPRESS SCRIPTS PLAN 1698,1,1
EXPRESS SCRIPTS PLAN 1699,1,1
EXPRESS SCRIPTS PLAN 1700,1,1
EXPRESS SCRIPTS PLAN 1701,1,1
EXPRESS SCRIPTS PLAN 1702,1,1
EXPRESS SCRIPTS PLAN 1703,1,1
EXPRESS SCRIPTS PLAN 1704,1,1
EXPRESS SCRIPTS PLAN 1705,1,1
EXPRESS SCRIPTS PLAN 1706,1,1
EXPRESS SCRIPTS PLAN 1707,1,1
EXPRESS SCRIPTS PLAN 1708,1,1
EXPRESS SCRIPTS PLAN 1709,1,1
EXPRESS SCRIPTS PLAN 1710,1,1
EXPRESS SCRIPTS PLAN 1711,1,1
EXPRESS SCRIPTS PLAN 1712,1,1
EXPRESS SCRIPTS PLAN 1713,1,1
EXPRESS SCRIPTS PLAN 1714,1,1
EXPRESS SCRIPTS PLAN 1715,1,1
EXPRESS SCRIPTS PLAN 1716,1,1
EXPRESS SCRIPTS PLAN 1717,1,1
EXPRESS SCRIPTS PLAN 1718,1,1
EXPRESS SCRIPTS PLAN 1719,1,1
EXPRESS SCRIPTS PLAN 1720,1,1
EXPRESS SCRIPTS PLAN 1721,1,1
EXPRESS SCRIPTS PLAN 1722,1,1
EXPRESS SCRIPTS PLAN 1723,1,1
EXPRESS SCRIPTS PLAN 1724,1,1
EXPRESS SCRIPTS PLAN 1725,1,1
EXPRESS SCRIPTS PLAN 1726,1,1
EXPRESS SCRIPTS PLAN 1727,1,1
EXPRESS SCRIPTS PLAN 1728,1,1
EXPRESS SCRIPTS PLAN 1729,1,1
EXPRESS SCRIPTS PLAN 1730,1,1
EXPRESS SCRIPTS PLAN 1731,1,1
EXPRESS SCRIPTS PLAN 1732,1,1
EXPRESS SCRIPTS PLAN 1733,1,1
EXPRESS SCRIPTS PLAN 1734,1,1
EXPRESS SCRIPTS PLAN 1735,1,1
EXPRESS SCRIPTS PLAN 1736,1,1
EXPRESS SCRIPTS PLAN 1737,1,1
EXPRESS SCRIPTS PLAN 1738,1,1
EXPRESS SCRIPTS PLAN 1739,1,1
EXPRESS SCRIPTS PLAN 1740,1,1
EXPRESS SCRIPTS PLAN 1741,1,1
EXPRESS SCRIPTS PLAN 1742,1,1
EXPRESS SCRIPTS PLAN 1743,1,1
EXPRESS SCRIPTS PLAN 1744,1,1
EXPRESS SCRIPTS PLAN 1745,1,1
EXPRESS SCRIPTS PLAN 1746,1,1
EXPRESS SCRIPTS PLAN 1747,1,1
EXPRESS SCRIPTS PLAN 1748,1,1
EXPRESS SCRIPTS PLAN 1749,1,1
EXPRESS SCRIPTS PLAN 1750,1,1
EXPRESS SCRIPTS PLAN 1751,1,1
EXPRESS SCRIPTS PLAN 1752,1,1
EXPRESS SCRIPTS PLAN 1753,1,1
EXPRESS SCRIPTS PLAN 1754,1,1
EXPRESS SCRIPTS PLAN 1755,1,1
EXPRESS SCRIPTS PLAN 1756,1,1
EXPRESS SCRIPTS PLAN 1757,1,1
EXPRESS SCRIPTS PLAN 1758,1,1
EXPRESS SCRIPTS PLAN 1759,1,1
EXPRESS SCRIPTS PLAN 1760,1,1
EXPRESS SCRIPTS PLAN 1761,1,1
EXPRESS SCRIPTS PLAN 1762,1,1
EXPRESS SCRIPTS PLAN 1763,1,1
EXPRESS SCRIPTS PLAN 1764,1,1
EXPRESS SCRIPTS PLAN 1765,1,1
EXPRESS SCRIPTS PLAN 1766,1,1
EXPRESS SCRIPTS PLAN 1767,1,1
EXPRESS SCRIPTS PLAN 1768,1,1
EXPRESS SCRIPTS PLAN 1769,1,1
EXPRESS SCRIPTS PLAN 1770,1,1
EXPRESS SCRIPTS PLAN 1771,1,1
EXPRESS SCRIPTS PLAN 1772,1,1
EXPRESS SCRIPTS PLAN 1773,1,1
EXPRESS SCRIPTS PLAN 1774,1,1
EXPRESS SCRIPTS PLAN 1775,1,1
EXPRESS SCRIPTS PLAN 1776,1,1
EXPRESS SCRIPTS PLAN 1777,1,1
EXPRESS SCRIPTS PLAN 1778,1,1
EXPRESS SCRIPTS PLAN 1779,1,1
EXPRESS SCRIPTS PLAN 1780,1,1
EXPRESS SCRIPTS PLAN 1781,1,1
EXPRESS SCRIPTS PLAN 1782,1,1
EXPRESS SCRIPTS PLAN 1783,1,1
EXPRESS SCRIPTS PLAN 1784,1,1
EXPRESS SCRIPTS PLAN 1785,1,1
EXPRESS SCRIPTS PLAN 1786,1,1
EXPRESS SCRIPTS PLAN 1787,1,1
EXPRESS SCRIPTS PLAN 1788,1,1
EXPRESS SCRIPTS PLAN 1789,1,1
EXPRESS SCRIPTS PLAN 1790,1,1
EXPRESS SCRIPTS PLAN 1791,1,1
EXPRESS SCRIPTS PLAN 1792,1,1
EXPRESS SCRIPTS PLAN 1793,1,1
EXPRESS SCRIPTS PLAN 1794,1,1
EXPRESS SCRIPTS PLAN 1795,1,1
EXPRESS SCRIPTS PLAN 1796,1,1
EXPRESS SCRIPTS PLAN 1797,1,1
EXPRESS SCRIPTS PLAN 1798,1,1
EXPRESS SCRIPTS PLAN 1799,1,1
EXPRESS SCRIPTS PLAN 1800,1,1
EXPRESS SCRIPTS PLAN 1801,1,1
EXPRESS SCRIPTS PLAN 1802,1,1
EXPRESS SCRIPTS PLAN 1803,1,1
EXPRESS SCRIPTS PLAN 1804,1,1
EXPRESS SCRIPTS PLAN 1805,1,1
EXPRESS SCRIPTS PLAN 1806,1,1
EXPRESS SCRIPTS PLAN 1807,1,1
EXPRESS SCRIPTS PLAN 1808,1,1
EXPRESS SCRIPTS PLAN 1809,1,1
EXPRESS SCRIPTS PLAN 1810,1,1
EXPRESS SCRIPTS PLAN 1811,1,1
EXPRESS SCRIPTS PLAN 1812,1,1
EXPRESS SCRIPTS PLAN 1813,1,1
EXPRESS SCRIPTS PLAN 1814,1,1
EXPRESS SCRIPTS PLAN 1815,1,1
EXPRESS SCRIPTS PLAN 1816,1,1
EXPRESS SCRIPTS PLAN 1817,1,1
EXPRESS SCRIPTS PLAN 1818,1,1
EXPRESS SCRIPTS PLAN 1819,1,1
EXPRESS SCRIPTS PLAN 1820,1,1
EXPRESS SCRIPTS PLAN 1821,1,1
EXPRESS SCRIPTS PLAN 1822,1,1
EXPRESS SCRIPTS PLAN 1823,1,1
EXPRESS SCRIPTS PLAN 1824,1,1
EXPRESS SCRIPTS PLAN 1825,1,1
EXPRESS SCRIPTS PLAN 1826,1,1
EXPRESS SCRIPTS PLAN 1827,1,1
EXPRESS SCRIPTS PLAN 1828,1,1
EXPRESS SCRIPTS PLAN 1829,1,1
EXPRESS SCRIPTS PLAN 1830,1,1
EXPRESS SCRIPTS PLAN 1831,1,1
EXPRESS SCRIPTS PLAN 1832,1,1
EXPRESS SCRIPTS PLAN 1833,1,1
EXPRESS SCRIPTS PLAN 1834,1,1
EXPRESS SCRIPTS PLAN 1835,1,1
EXPRESS SCRIPTS PLAN 1836,1,1
EXPRESS SCRIPTS PLAN 1837,1,1
EXPRESS SCRIPTS PLAN 1838,1,1
EXPRESS SCRIPTS PLAN 1839,1,1
EXPRESS SCRIPTS PLAN 1840,1,1
EXPRESS SCRIPTS PLAN 1841,1,1
EXPRESS SCRIPTS PLAN 1842,1,1
EXPRESS SCRIPTS PLAN 1843,1,1
EXPRESS SCRIPTS PLAN 1844,1,1
EXPRESS SCRIPTS PLAN 1845,1,1
EXPRESS SCRIPTS PLAN 1846,1,1
EXPRESS SCRIPTS PLAN 1847,1,1
EXPRESS SCRIPTS PLAN 1848,1,1
EXPRESS SCRIPTS PLAN 1849,1,1
EXPRESS SCRIPTS PLAN 1850,1,1
EXPRESS SCRIPTS PLAN 1851,1,1
EXPRESS SCRIPTS PLAN 1852,1,1
EXPRESS SCRIPTS PLAN 1853,1,1
EXPRESS SCRIPTS PLAN 1854,1,1
EXPRESS SCRIPTS PLAN 1855,1,1
EXPRESS SCRIPTS PLAN 1856,1,1
EXPRESS SCRIPTS PLAN 1857,1,1
EXPRESS SCRIPTS PLAN 1858,1,1
EXPRESS SCRIPTS PLAN 1859,1,1
EXPRESS SCRIPTS PLAN 1860,1,1
EXPRESS SCRIPTS PLAN 1861,1,1
EXPRESS SCRIPTS PLAN 1862,1,1
EXPRESS SCRIPTS PLAN 1863,1,1
EXPRESS SCRIPTS PLAN 1864,1,1
EXPRESS SCRIPTS PLAN 1865,1,1
EXPRESS SCRIPTS PLAN 1866,1,1
EXPRESS SCRIPTS PLAN 1867,1,1
EXPRESS SCRIPTS PLAN 1868,1,1
EXPRESS SCRIPTS PLAN 1869,1,1
EXPRESS SCRIPTS PLAN 1870,1,1
EXPRESS SCRIPTS PLAN 1871,1,1
EXPRESS SCRIPTS PLAN 1872,1,1
EXPRESS SCRIPTS PLAN 1873,1,1
EXPRESS SCRIPTS PLAN 1874,1,1
EXPRESS SCRIPTS PLAN 1875,1,1
EXPRESS SCRIPTS PLAN 1876,1,1
EXPRESS SCRIPTS PLAN 1877,1,1
EXPRESS SCRIPTS PLAN 1881,1,1
EXPRESS SCRIPTS PLAN 1884,1,1
EXPRESS SCRIPTS PLAN 1885,1,1
EXPRESS SCRIPTS PLAN 1886,1,1
EXPRESS SCRIPTS (PROC-UNSP),1,1
EXPRESS SCRIPTS WORKERS COMP,1,1
EXXONMOBIL CORPORATION,1,1
EZCORP INC,1,1
EZ RX MULTI-USE/ARBOR PHARMA,1,1
FABIOR CO-PAY/GSK,1,1
FACTIVE/OSCIENT PHARMACEUTICALS,1,1
FAIRFAX CNTY PBLC SCHL RETR (VA),1,1
FAIRFAX COUNTY PUBLIC SCHL (VA),1,1
FAIRFIELD PUBLIC SCHOOLS (CT),1,1
FALLON 365 CARE (MA),1,1
FALLON COMMUNITY HEALTH PLN (MA),1,1
FALLON COMMUNITY MASSHEALTH (MA),1,1
FALLON HEALTH UNSPEC,1,1
FALLON PREFERRED CARE PPO (MA),1,1
FALLON SENIOR MED ADV GNRL (MA),1,1
FALLON TOTAL CARE (MA),1,1
FAMILYCARE CCO (OR),1,1
FAMILY DOLLAR INC,1,1
FAMILY/GOOD NEIGHBOR PREF CUST,1,1
FAMILY HEALTH NETWORK (IL),1,1
FAMILY HEALTH NETWORK UNSP,1,1
FAMILY HEALTH PLAN (OH),1,1
FAMILY HEALTH PRT/HEALTHWAVE(KS),1,1
FAMILY HEALTH PRTNERS/MCPLUS(MO),1,1
FAMILY PACT (CA),1,1
FAMILYWIZE DISC CRD,1,1
FAMVIR/ NOVARTIS,1,1
FANNIE MAE,1,1
FANUC ROBOTICS AMERICA INC,1,1
FARMERS GROUP INC,1,1
FARMLAND FOODS INC,1,1
FARMLAND INDUSTRIES,1,1
FARXIGA/XIGDUO/ASTRAZENECA,1,1
FCA USA LLC,1,1
FCE BENEFIT ADMINISTRATORS,1,1
FEDERAL EMPLOYEES HEALTH BENEFIT,1,1
FEDERAL EMP PROGRAM BCBS/FEPBLUE,1,1
